陀螺X(弧度),陀螺Y(弧度),陀螺Z(弧度),加速度X(mg),加速度Y(mg),加速度Z(mg),滚动角(度),俯仰角(度),航向角(度)
0.05395,0.97680,0.00679,107.87520,-178.79300,-1022.49600,10.30330,5.95566,83.18903
0.05395,0.97680,0.00679,107.87520,-178.79300,-1022.49600,10.30330,5.95566,83.18903
0.05520,0.00000,0.00800,107.40860,-180.08170,-1021.39000,10.43630,6.01740,83.22753
0.05520,0.00000,0.00800,107.40860,-180.08170,-1021.39000,10.43630,6.01740,83.22753
0.06861,0.01401,0.01421,107.03730,-185.23530,-1020.34300,10.72693,6.03803,83.32175
0.06861,0.87170,0.01421,107.03730,-185.23530,-1020.34300,10.72693,6.03803,83.32175
0.06861,0.87170,0.01421,107.03730,-185.23530,-1020.34300,10.72693,6.03803,83.32175
0.05479,0.00000,0.01696,109.22380,-189.62580,-1021.68600,10.80035,6.00886,83.34124
0.05479,0.00000,0.01696,109.22380,-189.62580,-1021.68600,10.80035,6.00886,83.34124
0.03912,0.00503,0.01134,109.74250,-191.57670,-1020.02000,10.81451,6.04364,83.33511
0.03912,0.00503,0.01134,109.74250,-191.57670,-1020.02000,10.81451,6.04364,83.33511
0.03912,0.94740,0.01134,109.74250,-191.57670,-1020.02000,10.81451,6.04364,83.33511
0.03438,0.00207,0.01172,109.45290,-191.92130,-1020.88300,10.85545,6.02739,83.35301
0.03438,0.00207,0.01172,109.45290,-191.92130,-1020.88300,10.85545,6.02739,83.35301
0.03392,0.00043,0.01521,108.83600,-193.18200,-1021.21500,10.92992,6.00605,83.42804
0.03392,0.00043,0.01521,108.83600,-193.18200,-1021.21500,10.92992,6.00605,83.42804
0.03392,0.00000,0.01521,108.83600,-193.18200,-1021.21500,10.92992,6.00605,83.42804
0.04201,0.00236,0.02182,109.22030,-194.67190,-1019.19900,11.08719,6.01741,83.53668
0.04201,0.00000,0.02182,109.22030,-194.67190,-1019.19900,11.08719,6.01741,83.53668
0.04310,0.00023,0.02148,109.88610,-195.41290,-1019.52600,11.18167,6.00935,83.57390
0.04310,0.00023,0.02148,109.88610,-195.41290,-1019.52600,11.18167,6.00935,83.57390
0.04244,-0.00293,0.02247,111.76510,-199.14420,-1020.00000,11.31244,6.00943,83.65340
0.04244,-0.00293,0.02247,111.76510,-199.14420,-1020.00000,11.31244,6.00943,83.65340
0.04244,0.00000,0.02247,111.76510,-199.14420,-1020.00000,11.31244,6.00943,83.65340
0.03881,-0.00361,0.02311,109.88880,-198.11160,-1018.87200,11.34665,5.97518,83.71634
0.03881,0.87840,0.02311,109.88880,-198.11160,-1018.87200,11.34665,5.97518,83.71634
0.04347,-0.00146,0.02620,109.05350,-201.34930,-1018.72500,11.49424,5.96759,83.78111
0.04347,0.88750,0.02620,109.05350,-201.34930,-1018.72500,11.49424,5.96759,83.78111
0.04347,0.88750,0.02620,109.05350,-201.34930,-1018.72500,11.49424,5.96759,83.78111
0.05251,0.00169,0.02841,106.78460,-202.72380,-1016.45500,11.66175,5.94931,83.84203
0.05251,0.00000,0.02841,106.78460,-202.72380,-1016.45500,11.66175,5.94931,83.84203
0.06526,0.01383,0.02828,110.24360,-208.23290,-1018.36200,11.94850,6.08715,83.94966
0.06526,0.00000,0.02828,110.24360,-208.23290,-1018.36200,11.94850,6.08715,83.94966
0.06526,0.00000,0.02828,110.24360,-208.23290,-1018.36200,11.94850,6.08715,83.94966
0.05660,0.00000,0.02513,109.85330,-210.36150,-1016.30400,12.02954,6.06850,84.00827
0.05660,0.00000,0.02513,109.85330,-210.36150,-1016.30400,12.02954,6.06850,84.00827
0.05562,0.00962,0.02283,110.89540,-213.64160,-1016.10500,12.18851,6.11329,84.08646
0.05562,0.96060,0.02283,110.89540,-213.64160,-1016.10500,12.18851,6.11329,84.08646
0.05562,0.96060,0.02283,110.89540,-213.64160,-1016.10500,12.18851,6.11329,84.08646
0.05732,0.94150,0.01965,110.08230,-214.00580,-1013.87100,12.30454,6.16520,84.14450
0.05732,0.94150,0.01965,110.08230,-214.00580,-1013.87100,12.30454,6.16520,84.14450
0.06204,0.00000,0.01746,112.95380,-218.31390,-1013.67300,12.54226,6.31887,84.21603
0.06204,0.00000,0.01746,112.95380,-218.31390,-1013.67300,12.54226,6.31887,84.21603
0.06134,0.02839,0.01479,111.36600,-219.88630,-1013.01500,12.70827,6.40116,84.27958
0.06134,0.02839,0.01479,111.36600,-219.88630,-1013.01500,12.70827,6.40116,84.27958
0.06134,0.02839,0.01479,111.36600,-219.88630,-1013.01500,12.70827,6.40116,84.27958
0.06277,0.00000,0.00942,114.22600,-222.76390,-1012.63300,12.86716,6.59229,84.32436
0.06277,0.00000,0.00942,114.22600,-222.76390,-1012.63300,12.86716,6.59229,84.32436
0.06401,0.04457,0.00327,117.73230,-226.05610,-1012.59100,13.02521,6.76025,84.32787
0.06401,0.04457,0.00327,117.73230,-226.05610,-1012.59100,13.02521,6.76025,84.32787
0.06401,0.00000,0.00327,117.73230,-226.05610,-1012.59100,13.02521,6.76025,84.32787
0.06746,0.05474,-0.00356,117.55330,-228.09170,-1009.23000,13.23383,6.97721,84.32182
0.06746,0.05474,-0.00356,117.55330,-228.09170,-1009.23000,13.23383,6.97721,84.32182
0.07678,0.06816,-0.01579,122.94530,-233.21030,-1009.71000,13.46183,7.27302,84.25307
0.07678,0.06816,-0.01579,122.94530,-233.21030,-1009.71000,13.46183,7.27302,84.25307
0.07678,0.00000,-0.01579,122.94530,-233.21030,-1009.71000,13.46183,7.27302,84.25307
0.07128,0.08369,-0.03020,125.11560,-233.64250,-1006.07700,13.58368,7.61743,84.13195
0.07128,0.00000,-0.03020,125.11560,-233.64250,-1006.07700,13.58368,7.61743,84.13195
0.06674,0.09828,-0.04082,130.13710,-236.73740,-1003.74000,13.71778,8.01739,84.01434
0.06674,0.00000,-0.04082,130.13710,-236.73740,-1003.74000,13.71778,8.01739,84.01434
0.06843,0.09146,-0.04212,138.30920,-242.44950,-1005.06700,13.91831,8.28082,83.92513
0.06843,0.09146,-0.04212,138.30920,-242.44950,-1005.06700,13.91831,8.28082,83.92513
0.06843,0.97590,-0.04212,138.30920,-242.44950,-1005.06700,13.91831,8.28082,83.92513
0.05690,0.07522,-0.03515,143.03370,-244.23680,-1002.57900,13.98460,8.42866,83.88308
0.05690,1.94970,-0.03515,143.03370,-244.23680,-1002.57900,13.98460,8.42866,83.88308
0.05734,0.08239,-0.03738,145.22230,-245.69730,-1000.20400,14.12330,8.71261,83.81789
0.05734,0.00000,-0.03738,145.22230,-245.69730,-1000.20400,14.12330,8.71261,83.81789
0.05734,0.00000,-0.03738,145.22230,-245.69730,-1000.20400,14.12330,8.71261,83.81789
0.05878,0.09088,-0.04310,152.40100,-250.52630,-1002.67300,14.29159,9.06748,83.70628
0.05878,0.86680,-0.04310,152.40100,-250.52630,-1002.67300,14.29159,9.06748,83.70628
0.04515,0.06807,-0.03555,157.54560,-253.22850,-1001.52200,14.33280,9.15864,83.63030
0.04515,0.00000,-0.03555,157.54560,-253.22850,-1001.52200,14.33280,9.15864,83.63030
0.04515,0.00000,-0.03555,157.54560,-253.22850,-1001.52200,14.33280,9.15864,83.63030
0.03117,0.87210,-0.02686,160.60600,-254.34960,-998.93220,14.33469,9.24076,83.59543
0.03117,0.87210,-0.02686,160.60600,-254.34960,-998.93220,14.33469,9.24076,83.59543
0.02355,0.04256,-0.02226,163.56730,-255.35650,-999.35680,14.34208,9.32041,83.57643
0.02355,0.94800,-0.02226,163.56730,-255.35650,-999.35680,14.34208,9.32041,83.57643
0.02355,0.94800,-0.02226,163.56730,-255.39800,-999.19940,14.29747,9.36060,83.53170
0.01247,0.03504,-0.01683,163.70590,-255.39800,-999.19940,14.29747,9.36060,83.53170
0.01247,0.00000,-0.01683,163.70590,-255.39800,-999.19940,14.29747,9.36060,83.53170
0.00841,0.03436,-0.01845,166.54550,-255.91130,-997.57280,14.28968,9.48413,83.54361
0.00841,0.03436,-0.01845,166.54550,-255.91130,-997.57280,14.28968,9.48413,83.54361
0.00841,0.03436,-0.01845,166.54550,-255.91130,-997.57280,14.28968,9.48413,83.54361
0.01145,0.03907,-0.01991,168.10050,-256.33730,-996.26830,14.32671,9.62708,83.48688
0.01145,0.03907,-0.01991,168.10050,-256.33730,-996.26830,14.32671,9.62708,83.48688
0.00919,0.03732,-0.02070,169.84440,-258.12550,-996.74190,14.35337,9.73097,83.42403
0.00919,0.03732,-0.02070,169.84440,-258.12550,-996.74190,14.35337,9.73097,83.42403
0.02094,0.06524,-0.02860,172.34100,-257.82820,-995.17400,14.45665,10.08293,83.32700
0.02094,119.08260,-0.02860,172.34100,-257.82820,-995.17400,14.45665,10.08293,83.32700
0.02094,119.08260,-0.02860,172.34100,-257.82820,-995.17400,14.45665,10.08293,83.32700
0.01511,0.00000,-0.02458,177.90580,-259.09010,-997.04500,14.46621,10.20842,83.28361
0.01511,0.00000,-0.02458,177.90580,-259.09010,-997.04500,14.46621,10.20842,83.28361
0.01121,0.03697,-0.01723,180.87260,-257.16800,-995.75680,14.44921,10.24337,83.24664
0.01121,0.03697,-0.01723,180.87260,-257.16800,-995.75680,14.44921,10.24337,83.24664
0.01121,0.00000,-0.01723,180.87260,-257.16800,-995.75680,14.44921,10.24337,83.24664
0.01420,0.03454,-0.01426,183.66050,-257.79800,-995.71980,14.49081,10.33606,83.25357
0.01420,0.00000,-0.01426,183.66050,-257.79800,-995.71980,14.49081,10.33606,83.25357
0.01264,0.03050,-0.01522,185.03010,-256.27570,-995.11710,14.48349,10.41803,83.20177
0.01264,0.87860,-0.01522,185.03010,-256.27570,-995.11710,14.48349,10.41803,83.20177
0.01264,0.87860,-0.01522,185.03010,-256.27570,-995.11710,14.48349,10.56299,83.14561
0.01055,0.03292,-0.01729,186.16380,-258.21540,-994.19650,14.50528,10.56299,83.14561
0.01055,0.94770,-0.01729,186.16380,-258.21540,-994.19650,14.50528,10.56299,83.14561
0.00858,0.02002,-0.01400,187.77230,-258.37430,-994.93620,14.50423,10.54271,83.07912
0.00858,0.00000,-0.01400,187.77230,-258.37430,-994.93620,14.50423,10.54271,83.07912
0.00180,0.00407,-0.00965,186.90070,-260.35630,-993.50320,14.49233,10.45734,83.00919
0.00180,0.00000,-0.00965,186.90070,-260.35630,-993.50320,14.49233,10.45734,83.00919
0.00180,0.00000,-0.00965,186.90070,-260.35630,-993.50320,14.49233,10.45734,83.00919
-0.00225,-0.00990,-0.00707,188.78230,-261.29470,-995.37950,14.45334,10.37217,82.95981
-0.00225,0.97580,-0.00707,188.78230,-261.29470,-995.37950,14.45334,10.37217,82.95981
-0.01763,-0.02712,-0.00553,188.40430,-259.79950,-995.46370,14.29429,10.22392,82.89537
-0.01763,0.00000,-0.00553,188.40430,-259.79950,-995.46370,14.29429,10.22392,82.89537
-0.01763,0.00000,-0.00553,188.40430,-259.79950,-995.46370,14.29429,10.22392,82.89537
-0.03197,0.96190,-0.00685,188.68510,-259.60600,-994.75950,14.13060,10.07211,82.79787
-0.03197,0.96190,-0.00685,188.68510,-259.60600,-994.75950,14.13060,10.07211,82.79787
-0.03825,0.97580,-0.00374,186.77210,-256.38220,-996.91020,13.96962,9.96924,82.77676
-0.03825,0.97580,-0.00374,186.77210,-256.38220,-996.91020,13.96962,9.96924,82.77676
-0.03825,0.97580,-0.00374,186.77210,-256.38220,-996.91020,13.96962,9.96924,82.77676
-0.03411,-0.03483,-0.00188,186.12040,-248.67100,-1001.77500,13.81374,9.92372,82.71891
-0.03411,-0.03483,-0.00188,186.12040,-248.67100,-1001.77500,13.81374,9.92372,82.71891
-0.02275,0.00000,0.00059,181.82330,-249.43880,-998.72250,13.83089,9.86885,82.70600
-0.02275,0.00000,0.00059,181.82330,-249.43880,-998.72250,13.83089,9.86885,82.70600
-0.02275,0.00000,0.00059,181.82330,-254.70800,-997.38010,13.89459,9.82397,82.68391
-0.01792,-0.02708,-0.00093,181.27920,-254.70800,-997.38010,13.89459,9.82397,82.68391
-0.01792,-0.02708,-0.00093,181.27920,-254.70800,-997.38010,13.89459,9.82397,82.68391
-0.01565,-0.03208,-0.00238,178.11750,-259.36130,-998.58520,13.90980,9.69232,82.61548
-0.01565,-0.03208,-0.00238,178.11750,-259.36130,-998.58520,13.90980,9.69232,82.61548
-0.01029,0.00000,0.00185,171.64440,-239.53550,-994.42280,13.67022,9.49170,82.56746
-0.01029,0.00000,0.00185,171.64440,-239.53550,-994.42280,13.67022,9.49170,82.56746
-0.01029,0.00000,0.00185,171.64440,-239.53550,-994.42280,13.67022,9.49170,82.56746
-0.00944,-0.03275,0.00178,173.30440,-237.78960,-999.00790,13.60765,9.47284,82.53873
-0.00944,0.00000,0.00178,173.30440,-237.78960,-999.00790,13.60765,9.47284,82.53873
-0.01153,-0.03875,-0.00120,173.71600,-208.24910,-1002.25800,13.18646,9.36345,82.42793
-0.01153,-0.03875,-0.00120,173.71600,-208.24910,-1002.25800,13.18646,9.36345,82.42793
-0.01153,0.00000,-0.00120,173.71600,-208.24910,-1002.25800,13.18646,9.36345,82.42793
-0.00941,-0.03148,-0.00047,177.15130,-236.27070,-1002.46200,13.37247,9.37059,82.46526
-0.00941,0.00000,-0.00047,177.15130,-236.27070,-1002.46200,13.37247,9.37059,82.46526
0.00523,-0.01244,0.00123,165.53890,-234.63130,-981.41300,13.47315,9.33439,82.45627
0.00523,0.00000,0.00123,165.53890,-234.63130,-981.41300,13.47315,9.33439,82.45627
0.00523,0.00000,0.00123,165.53890,-234.63130,-981.41300,13.47315,9.33439,82.45627
0.00584,-0.00476,0.00119,131.48900,-194.03340,-930.38430,12.98638,8.99446,82.18926
0.00584,0.00000,0.00119,131.48900,-194.03340,-930.38430,12.98638,8.99446,82.18926
0.00295,-0.00234,0.00193,128.85510,-212.77770,-934.64830,13.10865,8.85866,82.09837
0.00295,0.00000,0.00193,128.85510,-212.77770,-934.64830,13.10865,8.85866,82.09837
0.00295,0.00000,0.00193,128.85510,-212.77770,-934.64830,13.10865,8.85866,82.09837
0.00137,0.00000,0.00191,142.81030,-224.55480,-953.37620,13.15022,8.88123,82.09948
0.00137,0.00000,0.00191,142.81030,-224.55480,-953.37620,13.15022,8.88123,82.09948
0.00119,0.97510,0.00083,165.20210,-235.30680,-982.08830,13.19086,9.05742,82.17378
0.00119,0.97510,0.00083,165.20210,-235.30680,-982.08830,13.19086,9.05742,82.17378
0.00119,0.97510,0.00083,165.20210,-235.30680,-982.08830,13.19086,9.05742,82.17378
0.00149,-0.00130,-0.00025,168.24550,-239.24910,-987.88940,13.22811,9.09401,82.17334
0.00149,-0.00130,-0.00025,168.24550,-239.24910,-987.88940,13.22811,9.09401,82.17334
0.00111,0.00000,-0.00081,170.02430,-241.94710,-991.65170,13.26360,9.14283,82.20943
0.00111,0.00000,-0.00081,170.02430,-241.94710,-991.65170,13.26360,9.14283,82.20943
0.00041,-0.00067,-0.00007,170.20130,-242.77530,-992.86200,13.28653,9.16137,82.25722
0.00041,-0.00067,-0.00007,170.20130,-242.77530,-992.86200,13.28653,9.16137,82.25722
0.00041,-0.00067,-0.00007,170.20130,-242.77530,-992.86200,13.28653,9.16137,82.25722
0.00036,0.00000,-0.00019,171.24140,-249.54280,-997.81390,13.29274,9.20007,82.28331
0.00036,0.00000,-0.00019,171.24140,-249.54280,-997.81390,13.29274,9.20007,82.28331
0.00315,0.00000,-0.00039,168.52140,-273.35480,-994.61070,13.70963,9.15821,82.27699
0.00315,0.00000,-0.00039,168.52140,-273.35480,-994.61070,13.70963,9.15821,82.27699
0.00315,0.00000,-0.00039,168.52140,-273.35480,-994.61070,13.70963,9.15821,82.27699
